userId,movieId,rating,movieTitle
2,661,4.0,Die Ehe der Maria Braun
3,110,4.0,Trois couleurs : Rouge
3,247,3.5,The Killing
3,267,3.0,Carne trémula
3,296,4.5,Terminator 3: Rise of the Machines
3,318,5.0,The Million Dollar Hotel
3,377,2.5,A Nightmare on Elm Street
3,527,3.0,Once Were Warriors
3,588,3.0,Silent Hill
3,592,3.0,The Conversation
3,593,3.0,Солярис
3,595,2.0,To Kill a Mockingbird
3,778,4.0,Les Vacances de Monsieur Hulot
3,866,3.0,Finding Neverland
3,1271,3.0,300
3,1378,4.0,Shortbus
3,1580,3.5,Rope
3,1721,4.5,...Più forte ragazzi!
3,1884,4.0,The Ewok Adventure
3,2028,4.0,Say Anything...
3,2694,3.0,Tuya de hun shi
3,2762,3.5,Young and Innocent
3,2841,4.0,Un long dimanche de fiançailles
3,2959,5.0,License to Wed
3,44191,3.5,Loose Screws
3,58559,3.0,Confession of a Child of the Century
4,112,5.0,Italiensk for begyndere
4,141,5.0,Donnie Darko
4,153,4.0,Lost in Translation
4,173,3.0,"20,000 Leagues Under the Sea"
4,185,3.0,A Clockwork Orange
4,260,5.0,The 39 Steps
4,289,4.0,Casablanca
4,296,5.0,Terminator 3: Rise of the Machines
4,329,3.0,Jurassic Park
4,349,5.0,Crustacés et coquillages
4,364,5.0,Batman Returns
4,380,3.0,Rain Man
4,410,3.0,Sommer vorm Balkon
4,431,3.0,Cube
4,434,4.0,Knallhart
4,435,1.0,The Day After Tomorrow
4,440,4.0,Aliens vs Predator: Requiem
4,442,4.0,Populärmusik från Vittula
4,464,4.0,Så som i himmelen
4,480,5.0,Monsoon Wedding
4,541,5.0,The Man with the Golden Arm
4,588,5.0,Silent Hill
4,590,3.0,The Hours
4,594,5.0,The Terminal
4,596,5.0,The Grapes of Wrath
4,616,5.0,The Last Samurai
4,858,5.0,Sleepless in Seattle
4,903,5.0,Cool Hand Luke
4,910,4.0,The Big Sleep
4,913,5.0,The Thomas Crown Affair
4,919,5.0,Blood: The Last Vampire
4,1073,5.0,Arlington Road
4,1089,5.0,Point Break
4,1125,5.0,Dreamgirls
4,1127,5.0,Princesas
4,1213,5.0,The Talented Mr. Ripley
4,1257,5.0,Because I Said So
4,1259,4.0,Notes on a Scandal
4,1265,5.0,Bridge to Terabithia
4,1278,5.0,The Dreamers
4,1282,5.0,Dogtown and Z-Boys
4,1285,4.0,Torrente 3: El protector
4,1371,4.0,Rocky III
4,1372,3.0,Blood Diamond
4,1374,4.0,Rocky IV
4,1376,3.0,Sweet Sixteen
4,1377,3.0,Houseboat
4,1380,5.0,Gleaming the Cube
4,1387,5.0,Superstar: The Karen Carpenter Story
4,1396,5.0,Зеркало
4,1544,3.0,Imagine Me & You
4,1580,5.0,Rope
4,1858,5.0,Transformers
4,1917,4.0,Qui a tué Bambi ?
4,1918,2.0,Or
4,1954,5.0,The Butterfly Effect
4,1961,5.0,My Name Is Bruce
4,1967,3.0,Ask the Dust
4,1968,5.0,Fools Rush In
4,1994,5.0,The Most Dangerous Game
4,2000,5.0,"Aguirre, der Zorn Gottes"
4,2002,3.0,Une vieille maîtresse
4,2003,2.0,Anatomie de l'enfer
4,2005,5.0,Sister Act
4,2014,4.0,Auf der anderen Seite
4,2018,5.0,The Wedding Planner
4,2020,4.0,The Bachelor
4,2021,4.0,Jack & Sarah
4,2033,4.0,Infinity
4,2034,4.0,Training Day
4,2046,5.0,The Gift
4,2054,3.0,Mr. Holland's Opus
4,2064,5.0,While You Were Sleeping
4,2078,5.0,The Pawnshop
4,2080,5.0,X-Men Origins: Wolverine
4,2085,5.0,Romeo Must Die
4,2086,5.0,Nick of Time
4,2087,5.0,The Getaway
4,2091,5.0,The Badge
4,2094,4.0,Roustabout
4,2100,5.0,The Last Castle
4,2102,5.0,Solar Crisis
4,2105,4.0,American Pie
4,2109,5.0,Rush Hour
4,2110,3.0,Wasabi
4,2114,5.0,Final Fantasy: The Spirits Within
4,2115,5.0,Light of Day
4,2124,4.0,Color of Night
4,2140,5.0,Kiss of the Dragon
4,2141,4.0,James Dean
4,2143,4.0,Carla's Song
4,2144,5.0,One Night at McCool's
4,2161,5.0,Fantastic Voyage
4,2193,3.0,My Tutor
4,2263,3.0,Music Box
4,2268,5.0,The Golden Compass
4,2289,5.0,Cold Mountain
4,2348,4.0,Holy Matrimony
4,2371,4.0,Тегеран-43
4,2454,5.0,The Chronicles of Narnia: Prince Caspian
4,2616,1.0,Uncle Buck
4,2640,5.0,Heathers
4,2699,4.0,Titanic
4,2734,4.0,David
4,2770,1.0,American Pie 2
4,2788,5.0,Reality Bites
4,2791,5.0,The Chronicles of Riddick: Dark Fury
4,3016,3.0,Dr. Jekyll and Mr. Hyde
4,3034,5.0,Young Frankenstein
4,3040,5.0,Ночной дозор
4,3060,5.0,The Big Parade
4,3101,4.0,I Love You to Death
4,3104,4.0,Frankenstein Created Woman
4,3210,4.0,The Projected Man
5,3,4.0,Varjoja paratiisissa
5,104,4.0,Lola rennt
5,141,4.0,Donnie Darko
5,150,4.0,48 Hrs.
5,231,3.5,Syriana
5,277,4.5,Underworld
5,344,3.5,Bang Boom Bang - Ein todsicheres Ding
5,364,4.0,Batman Returns
5,377,4.0,A Nightmare on Elm Street
5,440,4.0,Aliens vs Predator: Requiem
5,500,4.5,Reservoir Dogs
5,586,4.0,Wag the Dog
5,588,3.5,Silent Hill
5,595,4.0,To Kill a Mockingbird
5,597,5.0,Titanic
5,788,3.5,Mrs. Doubtfire
5,858,2.5,Sleepless in Seattle
5,903,3.5,Cool Hand Luke
5,919,4.0,Blood: The Last Vampire
5,1247,4.0,The Good Shepherd
5,1380,5.0,Gleaming the Cube
5,1393,3.5,Die Höhle des gelben Hundes
5,1485,4.5,Get Carter
5,1544,3.5,Imagine Me & You
5,1682,4.0,Mosura tai Gojira
5,1721,4.0,...Più forte ragazzi!
5,1777,4.0,Fahrenheit 9/11
5,1923,4.5,Twin Peaks: Fire Walk with Me
5,1961,4.0,My Name Is Bruce
5,1968,4.0,Fools Rush In
5,1997,3.5,Deux frères
5,2023,1.5,Hidalgo
5,2294,4.0,Jay and Silent Bob Strike Back
5,2355,3.5,Reign Over Me
5,2502,3.5,The Bourne Supremacy
5,2694,4.5,Tuya de hun shi
5,2762,3.5,Young and Innocent
5,2770,3.5,American Pie 2
5,3114,3.5,The Searchers
5,3176,3.5,バトル・ロワイアル
5,4025,4.5,The Prize
5,4995,4.5,Boogie Nights
5,5816,3.0,Ober
5,5995,4.0,Miffo
5,6373,4.0,"Martha – Meet Frank, Daniel and Laurence"
5,8464,4.0,Top of the Food Chain
5,30707,4.5,Star 80
5,30793,3.5,House of Dracula
5,33166,5.0,Downhill Racer
5,40819,4.5,Best Worst Movie
5,41566,4.0,New York Doll
5,41569,4.0,The Nomi Song
5,48385,4.5,Indestructible Man
6,111,4.0,Scarface
6,158,2.0,Knockin' on Heaven's Door
6,173,2.0,"20,000 Leagues Under the Sea"
6,293,5.0,A River Runs Through It
6,596,4.0,The Grapes of Wrath
6,903,4.0,Cool Hand Luke
6,1250,4.5,Ghost Rider
6,1259,4.5,Notes on a Scandal
6,1285,4.5,Torrente 3: El protector
6,1358,2.0,A Brief History of Time
6,1639,2.0,Speed 2: Cruise Control
6,1687,2.0,Escape from the Planet of the Apes
6,1909,3.0,Don Juan DeMarco
6,2001,3.0,We Own the Night
6,2019,4.0,Hard Target
6,2072,4.0,Cyberjack
6,2502,3.5,The Bourne Supremacy
6,2528,3.0,Madame Bovary
6,2657,2.0,Pleasantville
6,2692,4.0,Der rote Elvis
6,2761,4.5,Secret Agent
6,2890,3.0,"André Hazes, Zij Gelooft in Mij"
6,3052,1.0,Don't Make Waves
6,3114,4.0,The Searchers
6,4641,1.5,Read It and Weep
6,4975,1.5,Love Is the Devil: Study for a Portrait of Francis Bacon
6,7090,3.0,Ken Park
6,8368,3.5,The Garden of Eden
6,8874,4.5,My Best Friend's Wedding
7,21,3.0,The Endless Summer
7,104,3.0,Lola rennt
7,110,5.0,Trois couleurs : Rouge
7,112,4.0,Italiensk for begyndere
7,141,4.0,Donnie Darko
7,198,2.0,To Be or Not to Be
7,207,3.0,Dead Poets Society
7,260,5.0,The 39 Steps
7,272,3.0,Batman Begins
7,316,2.0,Halbe Treppe
7,318,5.0,The Million Dollar Hotel
7,329,3.0,Jurassic Park
7,333,3.0,Bollywood/Hollywood
7,345,3.0,Eyes Wide Shut
7,364,3.0,Batman Returns
7,377,3.0,A Nightmare on Elm Street
7,380,4.0,Rain Man
7,480,4.0,Monsoon Wedding
7,500,3.0,Reservoir Dogs
7,534,4.0,Terminator Salvation
7,539,3.0,Psycho
7,541,4.0,The Man with the Golden Arm
7,551,4.0,The Poseidon Adventure
7,588,4.0,Silent Hill
7,590,4.0,The Hours
7,592,3.0,The Conversation
7,594,4.0,The Terminal
7,595,3.0,To Kill a Mockingbird
7,671,4.0,Harry Potter and the Philosopher's Stone
7,708,3.0,The Living Daylights
7,745,5.0,The Sixth Sense
7,780,3.0,La passion de Jeanne d'Arc
7,786,2.0,Almost Famous
7,924,4.0,Dawn of the Dead
7,1073,3.0,Arlington Road
7,1125,3.0,Dreamgirls
7,1278,3.0,The Dreamers
7,1371,3.0,Rocky III
7,1372,3.0,Blood Diamond
7,1373,2.0,The Discovery of Heaven
7,1374,4.0,Rocky IV
7,1375,3.0,Rocky V
7,1376,3.0,Sweet Sixteen
7,1394,3.0,Nostalghia
7,1405,5.0,Greed
7,1408,1.0,Cutthroat Island
8,110,4.0,Trois couleurs : Rouge
8,260,3.5,The 39 Steps
8,296,4.0,Terminator 3: Rise of the Machines
8,318,5.0,The Million Dollar Hotel
8,457,4.5,Sissi
8,524,2.0,Casino
8,527,5.0,Once Were Warriors
8,543,5.0,Blackmail
8,593,4.5,Солярис
8,628,4.0,Interview with the Vampire
8,805,3.5,Rosemary's Baby
8,858,5.0,Sleepless in Seattle
8,1259,4.0,Notes on a Scandal
8,1265,3.0,Bridge to Terabithia
8,1358,0.5,A Brief History of Time
8,1387,4.0,Superstar: The Karen Carpenter Story
8,1393,3.0,Die Höhle des gelben Hundes
8,1552,3.0,Parenthood
8,1777,5.0,Fahrenheit 9/11
8,1961,5.0,My Name Is Bruce
8,2028,4.0,Say Anything...
8,2100,3.0,The Last Castle
8,2139,3.0,Cleopatra Jones and the Casino of Gold
8,2302,4.5,Avalon
8,2324,4.0,Local Color
8,2502,5.0,The Bourne Supremacy
8,2762,4.5,Young and Innocent
8,2770,2.5,American Pie 2
8,2791,4.5,The Chronicles of Riddick: Dark Fury
8,2841,3.0,Un long dimanche de fiançailles
8,2959,4.0,License to Wed
8,3578,5.0,Der Tunnel
8,4011,4.5,Beetlejuice
8,4034,4.5,L'Homme de Rio
8,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
8,4886,3.5,And Then There Were None
8,4896,3.5,Muxmäuschenstill
8,4973,4.0,Sous le Sable
8,4993,3.5,5 Card Stud
8,4995,3.5,Boogie Nights
8,5064,5.0,Carry On Doctor
8,8873,4.0,Wayne's World 2
8,8874,3.0,My Best Friend's Wedding
8,33166,4.5,Downhill Racer
8,40819,3.5,Best Worst Movie
8,43871,3.0,Beloved Enemy
8,44004,3.0,Hero at Large
9,17,4.0,The Dark
9,26,3.0,LaLehet Al HaMayim
9,318,4.0,The Million Dollar Hotel
9,497,4.0,The Green Mile
9,527,5.0,Once Were Warriors
9,534,5.0,Terminator Salvation
9,593,4.0,Солярис
9,608,5.0,Men in Black II
9,1059,5.0,隠し砦の三悪人
9,1358,4.0,A Brief History of Time
9,1411,3.0,The Rapture
9,1541,2.0,Thelma & Louise
9,1584,4.0,School of Rock
9,1680,4.0,Kingu Kongu tai Gojira
9,1682,5.0,Mosura tai Gojira
9,1721,3.0,...Più forte ragazzi!
9,2028,4.0,Say Anything...
9,2125,4.0,Wedlock
9,2140,4.0,Kiss of the Dragon
9,2268,3.0,The Golden Compass
9,2291,4.0,Jacob's Ladder
9,2294,2.0,Jay and Silent Bob Strike Back
9,2302,4.0,Avalon
9,2501,4.0,The Bourne Identity
9,2539,2.0,Spanglish
9,2762,4.0,Young and Innocent
10,152,4.0,Star Trek: The Motion Picture
10,318,4.0,The Million Dollar Hotel
10,344,3.0,Bang Boom Bang - Ein todsicheres Ding
10,345,4.0,Eyes Wide Shut
10,592,3.0,The Conversation
10,1089,3.0,Point Break
10,1127,4.0,Princesas
10,1358,5.0,A Brief History of Time
10,1499,3.0,Teenage Mutant Ninja Turtles III
10,1611,5.0,Das Wunder von Bern
10,1690,3.0,Hostel
10,1719,5.0,La Peau douce
10,1887,2.0,Marie Antoinette
10,1923,5.0,Twin Peaks: Fire Walk with Me
10,2108,3.0,The Breakfast Club
10,2539,4.0,Spanglish
10,2841,4.0,Un long dimanche de fiançailles
10,2890,4.0,"André Hazes, Zij Gelooft in Mij"
10,2907,2.0,The Addams Family
10,2926,5.0,The Three Musketeers
10,3019,4.0,Dr. Jekyll and Mr. Hyde
11,70,1.0,Million Dollar Baby
11,169,3.0,Predator 2
11,296,5.0,Terminator 3: Rise of the Machines
11,778,4.5,Les Vacances de Monsieur Hulot
11,923,5.0,Dawn of the Dead
11,1408,5.0,Cutthroat Island
11,1918,3.0,Or
11,2042,3.5,Savior
11,2762,3.0,Young and Innocent
11,26614,5.0,La Chienne
11,91548,4.0,Ring of Fire II: Blood and Steel
11,97938,4.0,Heart of the Country
12,253,3.0,Live and Let Die
12,608,2.0,Men in Black II
12,673,1.0,Harry Potter and the Prisoner of Azkaban
12,1374,1.0,Rocky IV
12,1387,4.0,Superstar: The Karen Carpenter Story
12,1639,2.0,Speed 2: Cruise Control
12,1732,3.0,The Prisoner of Zenda
12,2259,2.0,The House of the Spirits
12,2355,2.0,Reign Over Me
12,2460,4.0,Tierra
12,2668,2.0,Sleepy Hollow
12,2959,4.0,License to Wed
12,3146,2.0,Furankenshutain no Kaijū: Sanda tai Gaira
12,3176,3.0,バトル・ロワイアル
12,3179,2.0,Beavis and Butt-Head Do America
12,3780,2.0,赤ひげ
12,3865,5.0,Azuloscurocasinegro
13,110,4.0,Trois couleurs : Rouge
13,277,4.0,Underworld
13,296,3.5,Terminator 3: Rise of the Machines
13,318,4.5,The Million Dollar Hotel
13,480,3.0,Monsoon Wedding
13,524,3.5,Casino
13,527,4.0,Once Were Warriors
13,531,4.0,The Wrong Trousers
13,587,3.0,Big Fish
13,590,4.0,The Hours
13,914,4.0,The Great Dictator
13,919,3.5,Blood: The Last Vampire
13,1259,4.0,Notes on a Scandal
13,1265,2.5,Bridge to Terabithia
13,1918,3.0,Or
13,1961,4.0,My Name Is Bruce
13,2355,4.0,Reign Over Me
13,2761,4.0,Secret Agent
13,2762,3.0,Young and Innocent
13,3114,3.0,The Searchers
13,3396,3.5,The Yes Men
13,4886,3.5,And Then There Were None
13,4993,4.5,5 Card Stud
13,58559,4.5,Confession of a Child of the Century
14,594,1.0,The Terminal
14,1721,3.0,...Più forte ragazzi!
14,2038,3.0,Iron Eagle III
14,2355,2.0,Reign Over Me
14,2861,2.0,Le beau mariage
14,3114,4.0,The Searchers
14,3175,5.0,Barry Lyndon
15,2,2.0,Ariel
15,5,4.5,Four Rooms
15,6,4.0,Judgment Night
15,11,2.5,Star Wars
15,14,2.5,American Beauty
15,16,3.5,Dancer in the Dark
15,17,3.0,The Dark
15,19,1.0,Metropolis
15,21,4.5,The Endless Summer
15,22,2.5,Pirates of the Caribbean: The Curse of the Black Pearl
15,25,3.0,Jarhead
15,62,2.0,2001: A Space Odyssey
15,70,0.5,Million Dollar Baby
15,82,5.0,Miami Vice
15,95,1.5,Armageddon
15,101,4.0,Léon
15,104,1.0,Lola rennt
15,107,2.0,Snatch
15,110,3.0,Trois couleurs : Rouge
15,111,5.0,Scarface
15,112,2.5,Italiensk for begyndere
15,123,4.0,The Lord of the Rings
15,145,3.5,Breaking the Waves
15,149,5.0,アキラ
15,150,3.0,48 Hrs.
15,153,1.0,Lost in Translation
15,157,2.0,Star Trek III: The Search for Spock
15,160,0.5,L'arrivée d'un train en gare de La Ciotat
15,161,3.0,Ocean's Eleven
15,162,4.0,Edward Scissorhands
15,163,2.0,Ocean's Twelve
15,164,4.0,Breakfast at Tiffany's
15,165,3.0,Back to the Future Part II
15,170,2.5,28 Days Later
15,172,1.0,Star Trek V: The Final Frontier
15,175,4.0,Le Grand Bleu
15,176,4.0,Saw
15,180,3.0,Minority Report
15,185,2.0,A Clockwork Orange
15,193,1.0,Star Trek: Generations
15,196,2.0,Back to the Future Part III
15,198,1.5,To Be or Not to Be
15,214,2.0,Saw III
15,215,4.5,Saw II
15,216,1.0,Angst essen Seele auf
15,223,4.0,Rebecca
15,225,1.0,Czlowiek z zelaza
15,231,3.5,Syriana
15,232,4.0,Rumble Fish
15,233,4.0,The Wanderers
15,235,4.0,Stand by Me
15,237,3.5,Young Adam
15,246,5.0,座頭市
15,247,2.0,The Killing
15,252,2.0,Willy Wonka & the Chocolate Factory
15,253,2.0,Live and Let Die
15,260,5.0,The 39 Steps
15,265,1.0,Lili Marleen
15,288,2.0,High Noon
15,292,1.0,Dave Chappelle's Block Party
15,293,5.0,A River Runs Through It
15,296,5.0,Terminator 3: Rise of the Machines
15,300,4.0,La science des rêves
15,306,5.0,Beverly Hills Cop III
15,307,4.0,Roma città aperta
15,308,4.0,Broken Flowers
15,316,3.0,Halbe Treppe
15,317,1.0,Grbavica
15,318,2.0,The Million Dollar Hotel
15,322,2.5,Mystic River
15,329,1.5,Jurassic Park
15,335,2.0,C'era una volta il West
15,339,2.5,Night on Earth
15,342,3.0,Sommersturm
15,344,2.0,Bang Boom Bang - Ein todsicheres Ding
15,349,3.0,Crustacés et coquillages
15,364,4.0,Batman Returns
15,377,4.0,A Nightmare on Elm Street
15,380,4.0,Rain Man
15,429,1.0,"Il buono, il brutto, il cattivo"
15,431,4.0,Cube
15,434,3.0,Knallhart
15,435,1.0,The Day After Tomorrow
15,440,2.5,Aliens vs Predator: Requiem
15,441,4.0,Human Nature
15,442,1.0,Populärmusik från Vittula
15,454,3.0,Romeo + Juliet
15,457,5.0,Sissi
15,466,2.5,Klute
15,471,3.0,Bandyta
15,480,3.0,Monsoon Wedding
15,481,3.0,7 vírgenes
15,483,1.0,Wild at Heart
15,494,4.0,Shaft in Africa
15,500,3.0,Reservoir Dogs
15,508,1.5,Love Actually
15,509,2.0,Notting Hill
15,524,2.5,Casino
15,527,4.0,Once Were Warriors
15,535,3.0,Flashdance
15,539,2.0,Psycho
15,540,1.5,D.E.B.S.
15,541,5.0,The Man with the Golden Arm
15,543,3.0,Blackmail
15,549,5.0,Basquiat
15,551,2.0,The Poseidon Adventure
15,562,3.0,Die Hard
15,574,3.0,The Man Who Knew Too Much
15,586,2.0,Wag the Dog
15,587,1.0,Big Fish
15,588,0.5,Silent Hill
15,590,3.0,The Hours
15,592,4.0,The Conversation
15,593,5.0,Солярис
15,594,2.5,The Terminal
15,597,2.5,Titanic
15,608,5.0,Men in Black II
15,628,2.5,Interview with the Vampire
15,647,1.5,Final Fantasy VII: Advent Children
15,648,4.0,La belle et la bête
15,663,2.0,Saw IV
15,665,3.0,Ben-Hur
15,674,3.0,Harry Potter and the Goblet of Fire
15,680,2.0,Pulp Fiction
15,708,3.0,The Living Daylights
15,745,3.0,The Sixth Sense
15,750,4.0,Murder She Said
15,762,2.0,Monty Python and the Holy Grail
15,778,4.0,Les Vacances de Monsieur Hulot
15,780,2.5,La passion de Jeanne d'Arc
15,784,2.5,Kolja
15,786,0.5,Almost Famous
15,788,1.5,Mrs. Doubtfire
15,799,3.0,Pünktchen und Anton
15,800,5.0,Los Olvidados
15,802,1.0,Lolita
15,803,4.5,Nuit et brouillard
15,804,3.5,Roman Holiday
15,832,1.0,M
15,836,2.0,Vidas secas
15,851,4.0,Brief Encounter
15,858,5.0,Sleepless in Seattle
15,866,4.0,Finding Neverland
15,899,5.0,Broken Blossoms
15,903,5.0,Cool Hand Luke
15,909,4.0,Meet Me in St. Louis
15,910,2.5,The Big Sleep
15,911,4.0,The Bank Dick
15,912,5.0,The Thomas Crown Affair
15,913,4.0,The Thomas Crown Affair
15,914,1.5,The Great Dictator
15,916,1.0,Bullitt
15,919,3.0,Blood: The Last Vampire
15,920,3.5,Cars
15,922,1.0,Dead Man
15,923,5.0,Dawn of the Dead
15,924,5.0,Dawn of the Dead
15,926,3.0,Galaxy Quest
15,931,1.0,Don't Look Now
15,953,3.0,Madagascar
15,994,4.0,Straw Dogs
15,1059,1.5,隠し砦の三悪人
15,1073,3.0,Arlington Road
15,1088,2.0,Whale Rider
15,1089,4.0,Point Break
15,1092,2.5,The Third Man
15,1093,2.0,Ascenseur pour l'échafaud
15,1127,4.0,Princesas
15,1213,3.0,The Talented Mr. Ripley
15,1244,5.0,Das wilde Leben
15,1246,1.0,Rocky Balboa
15,1247,5.0,The Good Shepherd
15,1248,3.0,Hannibal Rising
15,1249,3.0,Hollywoodland
15,1250,4.0,Ghost Rider
15,1251,3.0,Letters from Iwo Jima
15,1252,5.0,Lonely Hearts
15,1254,3.5,"Je vais bien, ne t'en fais pas"
15,1259,3.0,Notes on a Scandal
15,1260,3.0,Leiutajateküla Lotte
15,1262,1.5,Stranger Than Fiction
15,1265,4.0,Bridge to Terabithia
15,1266,4.0,Street Kings
15,1267,5.0,Meet the Robinsons
15,1272,3.5,Sunshine
15,1280,3.0,빈집
15,1281,1.0,Bean
15,1283,3.0,"Torrente, el brazo tonto de la ley"
15,1284,3.0,Torrente 2: Misión en Marbella
15,1358,1.0,A Brief History of Time
15,1361,3.5,The Return of the King
15,1370,3.0,Rambo III
15,1377,3.0,Houseboat
15,1380,2.5,Gleaming the Cube
15,1387,4.0,Superstar: The Karen Carpenter Story
15,1391,0.5,Y tu mamá también
15,1393,3.5,Die Höhle des gelben Hundes
15,1394,4.0,Nostalghia
15,1396,4.0,Зеркало
15,1405,3.0,Greed
15,1407,5.0,La Môme
15,1479,1.5,"Clean, Shaven"
15,1483,3.0,Begotten
15,1484,3.0,Der Totmacher
15,1485,3.0,Get Carter
15,1544,1.0,Imagine Me & You
15,1546,4.0,Thumbsucker
15,1552,1.5,Parenthood
15,1556,2.5,薔薇の葬列
15,1562,1.5,28 Weeks Later
15,1573,4.0,Die Hard 2
15,1580,4.0,Rope
15,1584,4.0,School of Rock
15,1589,2.0,The Boys from County Clare
15,1597,2.0,Meet the Parents
15,1608,1.0,When Saturday Comes
15,1610,3.0,Fever Pitch
15,1615,3.0,Erkan & Stefan gegen die Mächte der Finsternis
15,1616,3.0,Erkan & Stefan in Der Tod kommt krass
15,1635,4.0,The Island
15,1639,4.0,Speed 2: Cruise Control
15,1644,1.5,The Vanishing
15,1645,3.0,A Time to Kill
15,1649,2.0,Bill & Ted's Bogus Journey
15,1653,3.0,Diarios de motocicleta
15,1673,3.0,Comanche Station
15,1676,4.0,Will Penny
15,1680,3.0,Kingu Kongu tai Gojira
15,1682,2.0,Mosura tai Gojira
15,1689,4.5,Little Buddha
15,1690,1.0,Hostel
15,1694,3.0,Re-Animator
15,1717,4.0,All the King's Men
15,1719,4.0,La Peau douce
15,1721,1.5,...Più forte ragazzi!
15,1722,3.5,Captain Corelli's Mandolin
15,1729,1.0,The Forbidden Kingdom
15,1732,3.5,The Prisoner of Zenda
15,1735,0.5,The Mummy: Tomb of the Dragon Emperor
15,1777,2.0,Fahrenheit 9/11
15,1779,1.0,Roger & Me
15,1792,3.0,Stuck on You
15,1807,1.5,Elephant
15,1810,2.5,Viva Zapata!
15,1816,2.5,A Chorus Line
15,1831,2.0,The Next Best Thing
15,1834,3.5,"Murder, My Sweet"
15,1836,2.0,Dans ma peau
15,1845,4.0,2 Days in Paris
15,1859,5.0,Ninotchka
15,1882,1.5,The Men
15,1883,4.0,Malcolm X
15,1895,2.5,Star Wars: Episode III - Revenge of the Sith
15,1904,3.5,Memoirs of a Geisha
15,1909,2.0,Don Juan DeMarco
15,1912,5.0,Free Rainer - Dein Fernseher lügt
15,1914,3.5,FC Venus
15,1917,2.0,Qui a tué Bambi ?
15,1921,4.0,Sweet November
15,1923,4.5,Twin Peaks: Fire Walk with Me
15,1945,4.0,Nell
15,1950,3.0,Lucky You
15,1954,3.0,The Butterfly Effect
15,1955,4.5,The Elephant Man
15,1956,4.0,Gerry
15,1961,3.5,My Name Is Bruce
15,1964,3.0,Ein Freund von mir
15,1968,4.0,Fools Rush In
15,1994,2.5,The Most Dangerous Game
15,1997,5.0,Deux frères
15,2000,3.0,"Aguirre, der Zorn Gottes"
15,2003,3.0,Anatomie de l'enfer
15,2005,4.0,Sister Act
15,2006,4.0,"Bell, Book and Candle"
15,2010,3.0,殯の森
15,2011,3.0,Persepolis
15,2012,1.0,Stellet Licht
15,2018,2.0,The Wedding Planner
15,2019,4.5,Hard Target
15,2020,2.5,The Bachelor
15,2028,3.0,Say Anything...
15,2054,2.0,Mr. Holland's Opus
15,2058,2.5,Addicted to Love
15,2064,4.5,While You Were Sleeping
15,2100,2.0,The Last Castle
15,2105,4.0,American Pie
15,2108,4.5,The Breakfast Club
15,2115,4.0,Light of Day
15,2124,2.0,Color of Night
15,2133,3.5,The Perfect Storm
15,2134,3.5,The Time Machine
15,2140,3.0,Kiss of the Dragon
15,2160,3.0,Voyage to the Bottom of the Sea
15,2161,3.0,Fantastic Voyage
15,2186,3.0,Within the Woods
15,2232,4.0,Die Legende von Paul und Paula
15,2268,1.0,The Golden Compass
15,2269,2.5,Дневной дозор
15,2282,0.5,À nos amours
15,2288,3.0,Closer
15,2289,4.0,Cold Mountain
