user_id,Series_Title,rating
3,The Ewok Adventure,4.0
3,Say Anything...,4.0
3,Tuya de hun shi,3.0
3,Young and Innocent,3.5
3,Un long dimanche de fiançailles,4.0
3,License to Wed,5.0
3,Loose Screws,3.5
3,Confession of a Child of the Century,3.0
4,Italiensk for begyndere,5.0
4,Donnie Darko,5.0
4,Lost in Translation,4.0
4,"20,000 Leagues Under the Sea",3.0
4,A Clockwork Orange,3.0
4,The 39 Steps,5.0
4,Casablanca,4.0
4,Terminator 3: Rise of the Machines,5.0
4,Jurassic Park,3.0
4,Crustacés et coquillages,5.0
4,Batman Returns,5.0
4,Rain Man,3.0
4,Sommer vorm Balkon,3.0
4,Cube,3.0
4,Knallhart,4.0
4,The Day After Tomorrow,1.0
4,Aliens vs Predator: Requiem,4.0
4,Populärmusik från Vittula,4.0
4,Så som i himmelen,4.0
4,Monsoon Wedding,5.0
4,The Man with the Golden Arm,5.0
4,Silent Hill,5.0
4,The Hours,3.0
4,The Terminal,5.0
4,The Grapes of Wrath,5.0
4,The Last Samurai,5.0
4,Sleepless in Seattle,5.0
4,Cool Hand Luke,5.0
4,The Big Sleep,4.0
4,The Thomas Crown Affair,5.0
4,Blood: The Last Vampire,5.0
4,Arlington Road,5.0
4,Point Break,5.0
4,Dreamgirls,5.0
4,Princesas,5.0
4,The Talented Mr. Ripley,5.0
4,Because I Said So,5.0
4,Notes on a Scandal,4.0
4,Bridge to Terabithia,5.0
4,The Dreamers,5.0
4,Dogtown and Z-Boys,5.0
4,Torrente 3: El protector,4.0
4,Rocky III,4.0
4,Blood Diamond,3.0
4,Rocky IV,4.0
4,Sweet Sixteen,3.0
4,Houseboat,3.0
4,Gleaming the Cube,5.0
4,Superstar: The Karen Carpenter Story,5.0
4,Зеркало,5.0
4,Imagine Me & You,3.0
4,Rope,5.0
4,Transformers,5.0
4,Qui a tué Bambi ?,4.0
4,Or,2.0
4,The Butterfly Effect,5.0
4,My Name Is Bruce,5.0
4,Ask the Dust,3.0
4,Fools Rush In,5.0
4,The Most Dangerous Game,5.0
4,"Aguirre, der Zorn Gottes",5.0
4,Une vieille maîtresse,3.0
4,Anatomie de l'enfer,2.0
4,Sister Act,5.0
4,Auf der anderen Seite,4.0
4,The Wedding Planner,5.0
4,The Bachelor,4.0
4,Jack & Sarah,4.0
4,Infinity,4.0
4,Training Day,4.0
4,The Gift,5.0
4,Mr. Holland's Opus,3.0
4,While You Were Sleeping,5.0
4,The Pawnshop,5.0
4,X-Men Origins: Wolverine,5.0
4,Romeo Must Die,5.0
4,Nick of Time,5.0
4,The Getaway,5.0
4,The Badge,5.0
4,Roustabout,4.0
4,The Last Castle,5.0
4,Solar Crisis,5.0
4,American Pie,4.0
4,Rush Hour,5.0
4,Wasabi,3.0
4,Final Fantasy: The Spirits Within,5.0
4,Light of Day,5.0
4,Color of Night,4.0
4,Kiss of the Dragon,5.0
4,James Dean,4.0
4,Carla's Song,4.0
4,One Night at McCool's,5.0
4,Fantastic Voyage,5.0
4,My Tutor,3.0
4,Music Box,3.0
4,The Golden Compass,5.0
4,Cold Mountain,5.0
4,Holy Matrimony,4.0
4,Тегеран-43,4.0
4,The Chronicles of Narnia: Prince Caspian,5.0
4,Uncle Buck,1.0
4,Heathers,5.0
4,Titanic,4.0
4,David,4.0
4,American Pie 2,1.0
4,Reality Bites,5.0
4,The Chronicles of Riddick: Dark Fury,5.0
4,Dr. Jekyll and Mr. Hyde,3.0
4,Young Frankenstein,5.0
4,Ночной дозор,5.0
4,The Big Parade,5.0
4,I Love You to Death,4.0
4,Frankenstein Created Woman,4.0
4,The Projected Man,4.0
5,Varjoja paratiisissa,4.0
5,Lola rennt,4.0
5,Donnie Darko,4.0
5,48 Hrs.,4.0
5,Syriana,3.5
5,Underworld,4.5
5,Bang Boom Bang - Ein todsicheres Ding,3.5
5,Batman Returns,4.0
5,A Nightmare on Elm Street,4.0
5,Aliens vs Predator: Requiem,4.0
5,Reservoir Dogs,4.5
5,Wag the Dog,4.0
5,Silent Hill,3.5
5,To Kill a Mockingbird,4.0
5,Titanic,5.0
5,Mrs. Doubtfire,3.5
5,Sleepless in Seattle,2.5
5,Cool Hand Luke,3.5
5,Blood: The Last Vampire,4.0
5,The Good Shepherd,4.0
5,Gleaming the Cube,5.0
5,Die Höhle des gelben Hundes,3.5
5,Get Carter,4.5
5,Imagine Me & You,3.5
5,Mosura tai Gojira,4.0
5,...Più forte ragazzi!,4.0
5,Fahrenheit 9/11,4.0
5,Twin Peaks: Fire Walk with Me,4.5
5,My Name Is Bruce,4.0
5,Fools Rush In,4.0
5,Deux frères,3.5
5,Hidalgo,1.5
5,Jay and Silent Bob Strike Back,4.0
5,Reign Over Me,3.5
5,The Bourne Supremacy,3.5
5,Tuya de hun shi,4.5
5,Young and Innocent,3.5
5,American Pie 2,3.5
5,The Searchers,3.5
5,バトル・ロワイアル,3.5
5,The Prize,4.5
5,Boogie Nights,4.5
5,Ober,3.0
5,Miffo,4.0
5,"Martha – Meet Frank, Daniel and Laurence",4.0
5,Top of the Food Chain,4.0
5,Star 80,4.5
5,House of Dracula,3.5
5,Downhill Racer,5.0
5,Best Worst Movie,4.5
5,New York Doll,4.0
5,The Nomi Song,4.0
5,Indestructible Man,4.5
6,Scarface,4.0
6,Knockin' on Heaven's Door,2.0
6,"20,000 Leagues Under the Sea",2.0
6,A River Runs Through It,5.0
6,The Grapes of Wrath,4.0
6,Cool Hand Luke,4.0
6,Ghost Rider,4.5
6,Notes on a Scandal,4.5
6,Torrente 3: El protector,4.5
6,A Brief History of Time,2.0
6,Speed 2: Cruise Control,2.0
6,Escape from the Planet of the Apes,2.0
6,Don Juan DeMarco,3.0
6,We Own the Night,3.0
6,Hard Target,4.0
6,Cyberjack,4.0
6,The Bourne Supremacy,3.5
6,Madame Bovary,3.0
6,Pleasantville,2.0
6,Der rote Elvis,4.0
6,Secret Agent,4.5
6,"André Hazes, Zij Gelooft in Mij",3.0
6,Don't Make Waves,1.0
6,The Searchers,4.0
6,Read It and Weep,1.5
6,Love Is the Devil: Study for a Portrait of Francis Bacon,1.5
6,Ken Park,3.0
6,The Garden of Eden,3.5
6,My Best Friend's Wedding,4.5
7,The Endless Summer,3.0
7,Lola rennt,3.0
7,Trois couleurs : Rouge,5.0
7,Italiensk for begyndere,4.0
7,Donnie Darko,4.0
7,To Be or Not to Be,2.0
7,Dead Poets Society,3.0
7,The 39 Steps,5.0
7,Batman Begins,3.0
7,Halbe Treppe,2.0
7,The Million Dollar Hotel,5.0
7,Jurassic Park,3.0
7,Bollywood/Hollywood,3.0
7,Eyes Wide Shut,3.0
7,Batman Returns,3.0
7,A Nightmare on Elm Street,3.0
7,Rain Man,4.0
7,Monsoon Wedding,4.0
7,Reservoir Dogs,3.0
7,Terminator Salvation,4.0
7,Psycho,3.0
7,The Man with the Golden Arm,4.0
7,The Poseidon Adventure,4.0
7,Silent Hill,4.0
7,The Hours,4.0
7,The Conversation,3.0
7,The Terminal,4.0
7,To Kill a Mockingbird,3.0
7,Harry Potter and the Philosopher's Stone,4.0
7,The Living Daylights,3.0
7,The Sixth Sense,5.0
7,La passion de Jeanne d'Arc,3.0
7,Almost Famous,2.0
7,Dawn of the Dead,4.0
7,Arlington Road,3.0
7,Dreamgirls,3.0
7,The Dreamers,3.0
7,Rocky III,3.0
7,Blood Diamond,3.0
7,The Discovery of Heaven,2.0
7,Rocky IV,4.0
7,Rocky V,3.0
7,Sweet Sixteen,3.0
7,Nostalghia,3.0
7,Greed,5.0
7,Cutthroat Island,1.0
8,Trois couleurs : Rouge,4.0
8,The 39 Steps,3.5
8,Terminator 3: Rise of the Machines,4.0
8,The Million Dollar Hotel,5.0
8,Sissi,4.5
8,Casino,2.0
8,Once Were Warriors,5.0
8,Blackmail,5.0
8,Солярис,4.5
8,Interview with the Vampire,4.0
8,Rosemary's Baby,3.5
8,Sleepless in Seattle,5.0
8,Notes on a Scandal,4.0
8,Bridge to Terabithia,3.0
8,A Brief History of Time,0.5
8,Superstar: The Karen Carpenter Story,4.0
8,Die Höhle des gelben Hundes,3.0
8,Parenthood,3.0
8,Fahrenheit 9/11,5.0
8,My Name Is Bruce,5.0
8,Say Anything...,4.0
8,The Last Castle,3.0
8,Cleopatra Jones and the Casino of Gold,3.0
8,Avalon,4.5
8,Local Color,4.0
8,The Bourne Supremacy,5.0
8,Young and Innocent,4.5
8,American Pie 2,2.5
8,The Chronicles of Riddick: Dark Fury,4.5
8,Un long dimanche de fiançailles,3.0
8,License to Wed,4.0
8,Der Tunnel,5.0
8,Beetlejuice,4.5
8,L'Homme de Rio,4.5
8,Shriek If You Know What I Did Last Friday the Thirteenth,5.0
8,And Then There Were None,3.5
8,Muxmäuschenstill,3.5
8,Sous le Sable,4.0
8,5 Card Stud,3.5
8,Boogie Nights,3.5
8,Carry On Doctor,5.0
8,Wayne's World 2,4.0
8,My Best Friend's Wedding,3.0
8,Downhill Racer,4.5
8,Best Worst Movie,3.5
8,Beloved Enemy,3.0
8,Hero at Large,3.0
9,The Dark,4.0
9,LaLehet Al HaMayim,3.0
9,The Million Dollar Hotel,4.0
9,The Green Mile,4.0
9,Once Were Warriors,5.0
9,Terminator Salvation,5.0
9,Солярис,4.0
9,Men in Black II,5.0
9,隠し砦の三悪人,5.0
9,A Brief History of Time,4.0
9,The Rapture,3.0
9,Thelma & Louise,2.0
9,School of Rock,4.0
9,Kingu Kongu tai Gojira,4.0
9,Mosura tai Gojira,5.0
9,...Più forte ragazzi!,3.0
9,Say Anything...,4.0
9,Wedlock,4.0
9,Kiss of the Dragon,4.0
9,The Golden Compass,3.0
9,Jacob's Ladder,4.0
9,Jay and Silent Bob Strike Back,2.0
9,Avalon,4.0
9,The Bourne Identity,4.0
9,Spanglish,2.0
9,Young and Innocent,4.0
10,Star Trek: The Motion Picture,4.0
10,The Million Dollar Hotel,4.0
10,Bang Boom Bang - Ein todsicheres Ding,3.0
10,Eyes Wide Shut,4.0
10,The Conversation,3.0
10,Point Break,3.0
10,Princesas,4.0
10,A Brief History of Time,5.0
10,Teenage Mutant Ninja Turtles III,3.0
10,Das Wunder von Bern,5.0
10,Hostel,3.0
10,La Peau douce,5.0
10,Marie Antoinette,2.0
10,Twin Peaks: Fire Walk with Me,5.0
10,The Breakfast Club,3.0
10,Spanglish,4.0
10,Un long dimanche de fiançailles,4.0
10,"André Hazes, Zij Gelooft in Mij",4.0
10,The Addams Family,2.0
10,The Three Musketeers,5.0
10,Dr. Jekyll and Mr. Hyde,4.0
11,Million Dollar Baby,1.0
11,Predator 2,3.0
11,Terminator 3: Rise of the Machines,5.0
11,Les Vacances de Monsieur Hulot,4.5
11,Dawn of the Dead,5.0
11,Cutthroat Island,5.0
11,Or,3.0
11,Savior,3.5
11,Young and Innocent,3.0
11,La Chienne,5.0
11,Ring of Fire II: Blood and Steel,4.0
11,Heart of the Country,4.0
12,Live and Let Die,3.0
12,Men in Black II,2.0
12,Harry Potter and the Prisoner of Azkaban,1.0
12,Rocky IV,1.0
12,Superstar: The Karen Carpenter Story,4.0
12,Speed 2: Cruise Control,2.0
12,The Prisoner of Zenda,3.0
12,The House of the Spirits,2.0
12,Reign Over Me,2.0
12,Tierra,4.0
12,Sleepy Hollow,2.0
12,License to Wed,4.0
12,Furankenshutain no Kaijū: Sanda tai Gaira,2.0
12,バトル・ロワイアル,3.0
12,Beavis and Butt-Head Do America,2.0
12,赤ひげ,2.0
12,Azuloscurocasinegro,5.0
13,Trois couleurs : Rouge,4.0
13,Underworld,4.0
13,Terminator 3: Rise of the Machines,3.5
13,The Million Dollar Hotel,4.5
13,Monsoon Wedding,3.0
13,Casino,3.5
13,Once Were Warriors,4.0
13,The Wrong Trousers,4.0
13,Big Fish,3.0
13,The Hours,4.0
13,The Great Dictator,4.0
13,Blood: The Last Vampire,3.5
13,Notes on a Scandal,4.0
13,Bridge to Terabithia,2.5
13,Or,3.0
13,My Name Is Bruce,4.0
13,Reign Over Me,4.0
13,Secret Agent,4.0
13,Young and Innocent,3.0
13,The Searchers,3.0
13,The Yes Men,3.5
13,And Then There Were None,3.5
13,5 Card Stud,4.5
13,Confession of a Child of the Century,4.5
14,The Terminal,1.0
14,...Più forte ragazzi!,3.0
14,Iron Eagle III,3.0
14,Reign Over Me,2.0
14,Le beau mariage,2.0
14,The Searchers,4.0
14,Barry Lyndon,5.0
15,Ariel,2.0
15,Four Rooms,4.5
15,Judgment Night,4.0
15,Star Wars,2.5
15,American Beauty,2.5
15,Dancer in the Dark,3.5
15,The Dark,3.0
15,Metropolis,1.0
15,The Endless Summer,4.5
15,Pirates of the Caribbean: The Curse of the Black Pearl,2.5
15,Jarhead,3.0
15,2001: A Space Odyssey,2.0
15,Million Dollar Baby,0.5
15,Miami Vice,5.0
15,Armageddon,1.5
15,Léon,4.0
15,Lola rennt,1.0
15,Snatch,2.0
15,Trois couleurs : Rouge,3.0
15,Scarface,5.0
15,Italiensk for begyndere,2.5
15,The Lord of the Rings,4.0
15,Breaking the Waves,3.5
15,アキラ,5.0
15,48 Hrs.,3.0
15,Lost in Translation,1.0
15,Star Trek III: The Search for Spock,2.0
15,L'arrivée d'un train en gare de La Ciotat,0.5
15,Ocean's Eleven,3.0
15,Edward Scissorhands,4.0
15,Ocean's Twelve,2.0
15,Breakfast at Tiffany's,4.0
15,Back to the Future Part II,3.0
15,28 Days Later,2.5
15,Star Trek V: The Final Frontier,1.0
15,Le Grand Bleu,4.0
15,Saw,4.0
15,Minority Report,3.0
15,A Clockwork Orange,2.0
15,Star Trek: Generations,1.0
15,Back to the Future Part III,2.0
15,To Be or Not to Be,1.5
15,Saw III,2.0
15,Saw II,4.5
15,Angst essen Seele auf,1.0
15,Rebecca,4.0
15,Czlowiek z zelaza,1.0
15,Syriana,3.5
15,Rumble Fish,4.0
15,The Wanderers,4.0
15,Stand by Me,4.0
15,Young Adam,3.5
15,座頭市,5.0
15,The Killing,2.0
15,Willy Wonka & the Chocolate Factory,2.0
15,Live and Let Die,2.0
15,The 39 Steps,5.0
15,Lili Marleen,1.0
15,High Noon,2.0
15,Dave Chappelle's Block Party,1.0
15,A River Runs Through It,5.0
15,Terminator 3: Rise of the Machines,5.0
15,La science des rêves,4.0
15,Beverly Hills Cop III,5.0
15,Roma città aperta,4.0
15,Broken Flowers,4.0
15,Halbe Treppe,3.0
15,Grbavica,1.0
15,The Million Dollar Hotel,2.0
15,Mystic River,2.5
15,Jurassic Park,1.5
15,C'era una volta il West,2.0
15,Night on Earth,2.5
15,Sommersturm,3.0
15,Bang Boom Bang - Ein todsicheres Ding,2.0
15,Crustacés et coquillages,3.0
15,Batman Returns,4.0
15,A Nightmare on Elm Street,4.0
15,Rain Man,4.0
15,"Il buono, il brutto, il cattivo",1.0
15,Cube,4.0
15,Knallhart,3.0
15,The Day After Tomorrow,1.0
15,Aliens vs Predator: Requiem,2.5
15,Human Nature,4.0
15,Populärmusik från Vittula,1.0
15,Romeo + Juliet,3.0
15,Sissi,5.0
15,Klute,2.5
15,Bandyta,3.0
15,Monsoon Wedding,3.0
15,7 vírgenes,3.0
15,Wild at Heart,1.0
15,Shaft in Africa,4.0
15,Reservoir Dogs,3.0
15,Love Actually,1.5
15,Notting Hill,2.0
15,Casino,2.5
15,Once Were Warriors,4.0
15,Flashdance,3.0
15,Psycho,2.0
15,D.E.B.S.,1.5
15,The Man with the Golden Arm,5.0
15,Blackmail,3.0
15,Basquiat,5.0
15,The Poseidon Adventure,2.0
15,Die Hard,3.0
15,The Man Who Knew Too Much,3.0
15,Wag the Dog,2.0
15,Big Fish,1.0
15,Silent Hill,0.5
15,The Hours,3.0
15,The Conversation,4.0
15,Солярис,5.0
15,The Terminal,2.5
15,Titanic,2.5
15,Men in Black II,5.0
15,Interview with the Vampire,2.5
15,Final Fantasy VII: Advent Children,1.5
15,La belle et la bête,4.0
15,Saw IV,2.0
15,Ben-Hur,3.0
15,Harry Potter and the Goblet of Fire,3.0
15,Pulp Fiction,2.0
15,The Living Daylights,3.0
15,The Sixth Sense,3.0
15,Murder She Said,4.0
15,Monty Python and the Holy Grail,2.0
15,Les Vacances de Monsieur Hulot,4.0
15,La passion de Jeanne d'Arc,2.5
15,Kolja,2.5
15,Almost Famous,0.5
15,Mrs. Doubtfire,1.5
15,Pünktchen und Anton,3.0
15,Los Olvidados,5.0
15,Lolita,1.0
15,Nuit et brouillard,4.5
15,Roman Holiday,3.5
15,M,1.0
15,Vidas secas,2.0
15,Brief Encounter,4.0
15,Sleepless in Seattle,5.0
15,Finding Neverland,4.0
15,Broken Blossoms,5.0
15,Cool Hand Luke,5.0
15,Meet Me in St. Louis,4.0
15,The Big Sleep,2.5
15,The Bank Dick,4.0
15,The Thomas Crown Affair,5.0
15,The Thomas Crown Affair,4.0
15,The Great Dictator,1.5
15,Bullitt,1.0
15,Blood: The Last Vampire,3.0
15,Cars,3.5
15,Dead Man,1.0
15,Dawn of the Dead,5.0
15,Dawn of the Dead,5.0
15,Galaxy Quest,3.0
15,Don't Look Now,1.0
15,Madagascar,3.0
15,Straw Dogs,4.0
15,隠し砦の三悪人,1.5
15,Arlington Road,3.0
15,Whale Rider,2.0
15,Point Break,4.0
15,The Third Man,2.5
15,Ascenseur pour l'échafaud,2.0
15,Princesas,4.0
15,The Talented Mr. Ripley,3.0
15,Das wilde Leben,5.0
15,Rocky Balboa,1.0
15,The Good Shepherd,5.0
15,Hannibal Rising,3.0
15,Hollywoodland,3.0
15,Ghost Rider,4.0
15,Letters from Iwo Jima,3.0
15,Lonely Hearts,5.0
15,"Je vais bien, ne t'en fais pas",3.5
15,Notes on a Scandal,3.0
15,Leiutajateküla Lotte,3.0
15,Stranger Than Fiction,1.5
15,Bridge to Terabithia,4.0
15,Street Kings,4.0
15,Meet the Robinsons,5.0
15,Sunshine,3.5
15,빈집,3.0
15,Bean,1.0
15,"Torrente, el brazo tonto de la ley",3.0
15,Torrente 2: Misión en Marbella,3.0
15,A Brief History of Time,1.0
15,The Return of the King,3.5
15,Rambo III,3.0
15,Houseboat,3.0
15,Gleaming the Cube,2.5
15,Superstar: The Karen Carpenter Story,4.0
15,Y tu mamá también,0.5
15,Die Höhle des gelben Hundes,3.5
15,Nostalghia,4.0
15,Зеркало,4.0
15,Greed,3.0
15,La Môme,5.0
15,"Clean, Shaven",1.5
15,Begotten,3.0
15,Der Totmacher,3.0
15,Get Carter,3.0
15,Imagine Me & You,1.0
15,Thumbsucker,4.0
15,Parenthood,1.5
15,薔薇の葬列,2.5
15,28 Weeks Later,1.5
15,Die Hard 2,4.0
15,Rope,4.0
15,School of Rock,4.0
15,The Boys from County Clare,2.0
15,Meet the Parents,2.0
15,When Saturday Comes,1.0
15,Fever Pitch,3.0
15,Erkan & Stefan gegen die Mächte der Finsternis,3.0
15,Erkan & Stefan in Der Tod kommt krass,3.0
15,The Island,4.0
15,Speed 2: Cruise Control,4.0
15,The Vanishing,1.5
15,A Time to Kill,3.0
15,Bill & Ted's Bogus Journey,2.0
15,Diarios de motocicleta,3.0
15,Comanche Station,3.0
15,Will Penny,4.0
15,Kingu Kongu tai Gojira,3.0
15,Mosura tai Gojira,2.0
15,Little Buddha,4.5
15,Hostel,1.0
15,Re-Animator,3.0
15,All the King's Men,4.0
15,La Peau douce,4.0
15,...Più forte ragazzi!,1.5
15,Captain Corelli's Mandolin,3.5
15,The Forbidden Kingdom,1.0
15,The Prisoner of Zenda,3.5
15,The Mummy: Tomb of the Dragon Emperor,0.5
15,Fahrenheit 9/11,2.0
15,Roger & Me,1.0
15,Stuck on You,3.0
15,Elephant,1.5
15,Viva Zapata!,2.5
15,A Chorus Line,2.5
15,The Next Best Thing,2.0
15,"Murder, My Sweet",3.5
15,Dans ma peau,2.0
15,2 Days in Paris,4.0
15,Ninotchka,5.0
15,The Men,1.5
15,Malcolm X,4.0
15,Star Wars: Episode III - Revenge of the Sith,2.5
15,Memoirs of a Geisha,3.5
15,Don Juan DeMarco,2.0
15,Free Rainer - Dein Fernseher lügt,5.0
15,FC Venus,3.5
15,Qui a tué Bambi ?,2.0
15,Sweet November,4.0
15,Twin Peaks: Fire Walk with Me,4.5
15,Nell,4.0
15,Lucky You,3.0
15,The Butterfly Effect,3.0
15,The Elephant Man,4.5
15,Gerry,4.0
15,My Name Is Bruce,3.5
15,Ein Freund von mir,3.0
15,Fools Rush In,4.0
15,The Most Dangerous Game,2.5
15,Deux frères,5.0
15,"Aguirre, der Zorn Gottes",3.0
15,Anatomie de l'enfer,3.0
15,Sister Act,4.0
15,"Bell, Book and Candle",4.0
15,殯の森,3.0
15,Persepolis,3.0
15,Stellet Licht,1.0
15,The Wedding Planner,2.0
15,Hard Target,4.5
15,The Bachelor,2.5
15,Say Anything...,3.0
15,Mr. Holland's Opus,2.0
15,Addicted to Love,2.5
15,While You Were Sleeping,4.5
15,The Last Castle,2.0
15,American Pie,4.0
15,The Breakfast Club,4.5
15,Light of Day,4.0
15,Color of Night,2.0
15,The Perfect Storm,3.5
15,The Time Machine,3.5
15,Kiss of the Dragon,3.0
15,Voyage to the Bottom of the Sea,3.0
15,Fantastic Voyage,3.0
15,Within the Woods,3.0
15,Die Legende von Paul und Paula,4.0
15,The Golden Compass,1.0
15,Дневной дозор,2.5
15,À nos amours,0.5
15,Closer,3.0
15,Cold Mountain,4.0
15,Jacob's Ladder,3.0
15,Jay and Silent Bob Strike Back,2.0
15,Avalon,3.5
15,Prime,3.5
15,Married to the Mob,3.5
15,Local Color,2.0
15,Buddenbrooks,3.0
15,Taxi 3,3.0
15,Reign Over Me,2.0
15,10 Items or Less,3.0
15,Saving Grace,2.0
15,Тегеран-43,3.5
15,Astérix aux Jeux Olympiques,5.0
15,The Greatest Story Ever Told,1.0
15,The Nativity Story,2.5
15,Vivement dimanche!,3.5
15,The Bourne Identity,3.0
15,The Bourne Supremacy,5.0
15,Madame Bovary,2.0
15,Spanglish,2.5
15,Les amants,1.0
15,The Tailor of Panama,3.0
15,Monsieur Batignole,4.0
15,Short Circuit,1.0
15,The Great Outdoors,1.0
15,Heathers,4.0
15,新最佳拍檔,3.0
15,Pleasantville,2.0
15,リング,4.0
15,Der rote Elvis,3.0
15,Titanic,3.0
15,Abraham,1.0
15,El otro lado de la cama,2.0
15,"The Adventures of Priscilla, Queen of the Desert",1.0
15,Secret Agent,2.0
15,Young and Innocent,1.0
15,An American in Paris,2.0
15,American Pie 2,4.0
15,The Chronicles of Riddick: Dark Fury,4.0
15,Un long dimanche de fiançailles,2.0
15,"André Hazes, Zij Gelooft in Mij",4.0
15,Le Boucher,4.0
15,The First Wives Club,4.0
15,License to Wed,5.0
15,Аэлита,4.0
15,Hairspray,2.0
15,Pacific Heights,3.5
15,Una sull'altra,4.0
15,12 + 1,1.0
15,Frau im Mond,2.5
15,The Cardinal,4.0
15,Dr. Jekyll and Mr. Hyde,3.0
15,End of the World,4.0
15,Gods and Monsters,4.0
15,Don't Make Waves,3.0
15,The Big Parade,4.0
15,Son of Frankenstein,3.0
15,The Goddess,1.0
15,Modern Times,3.0
15,Mr. Smith Goes to Washington,5.0
15,Red River,3.0
15,I Love You to Death,4.0
15,Frankenstein Created Woman,4.0
15,怪獣総進撃,3.0
15,The Searchers,1.0
15,Baise-moi,1.0
15,Furankenshutain no Kaijū: Sanda tai Gaira,1.5
15,Furankenshutain Tai Chitei Kaijū Baragon,3.0
15,Ballo a tre passi,2.5
15,เพชฌฆาตเงียบอันตราย,2.5
15,Barry Lyndon,4.0
15,バトル・ロワイアル,2.0
15,The Projected Man,5.0
15,La Mort en direct,1.0
15,L'important c'est d'aimer,4.5
15,The Mask of Fu Manchu,0.5
15,88 Minutes,2.0
15,Under Siege 2: Dark Territory,3.0
15,Don't Come Knocking,3.0
15,U-571,4.0
15,Out of Rosenheim,2.0
15,Mad Dog Coll,3.0
15,Der Tunnel,3.5
15,Der Tunnel,2.0
15,Lost Horizon,3.0
15,Girl with a Pearl Earring,3.5
15,No Reservations,3.5
15,Flags of Our Fathers,4.0
15,鬼婆,2.0
15,Buck Rogers in the 25th Century,2.0
15,What Women Want,1.0
15,Team America: World Police,3.0
15,Beetlejuice,1.0
15,The Prize,1.0
15,L'Homme de Rio,4.0
15,Revolutionary Road,1.0
15,Shriek If You Know What I Did Last Friday the Thirteenth,5.0
15,Scream,3.0
15,Le Clan des Siciliens,4.0
15,Scary Movie,1.0
15,La Vie est un long fleuve tranquille,4.0
15,Hotel Very Welcome,2.0
15,Bordertown,3.0
15,Juste une question d'amour,3.0
15,Shall We Dance?,2.0
15,The Count of Monte-Cristo,3.0
15,Hot Fuzz,1.0
15,Best Seller,1.0
15,Read It and Weep,3.0
15,The Guardian,3.0
15,Arctic Tale,2.0
15,A Tale of Two Cities,3.0
15,Southland Tales,3.5
15,Le Gendarme de Saint-Tropez,3.0
15,Le Gendarme à New York,4.0
15,Van Gogh,1.0
15,Ghost Dog: The Way of the Samurai,3.0
15,Final Analysis,2.5
15,And Then There Were None,5.0
15,Muxmäuschenstill,1.0
15,The Legend of Bagger Vance,1.0
15,Sous le Sable,2.0
15,5x2,2.0
15,Love Is the Devil: Study for a Portrait of Francis Bacon,1.0
15,Montag kommen die Fenster,5.0
15,Shark!,1.5
15,5 Card Stud,5.0
15,Boogie Nights,1.0
15,Jeux interdits,3.5
15,Carry On Screaming,1.5
